fecha_delito,num_delitos
2022-05-01,147
2022-05-02,124
2022-05-03,100
2022-05-04,122
2022-05-05,84
2022-05-06,111
2022-05-07,128
2022-05-08,160
2022-05-09,131
2022-05-10,107
2022-05-11,112
2022-05-12,84
2022-05-13,130
2022-05-14,141
2022-05-15,142
2022-05-16,114
2022-05-17,102
2022-05-18,120
2022-05-19,93
2022-05-20,140
2022-05-21,141
2022-05-22,130
2022-05-23,126
2022-05-24,91
2022-05-25,106
2022-05-26,132
2022-05-27,95
2022-05-28,123
2022-05-29,114
2022-05-30,115
2022-05-31,110
2022-06-01,101
2022-06-02,92
2022-06-03,132
2022-06-04,136
2022-06-05,158
2022-06-06,126
2022-06-07,115
2022-06-08,118
2022-06-09,84
2022-06-10,111
2022-06-11,141
2022-06-12,133
2022-06-13,105
2022-06-14,104
2022-06-15,120
2022-06-16,107
2022-06-17,107
2022-06-18,122
2022-06-19,100
2022-06-20,89
2022-06-21,112
2022-06-22,94
2022-06-23,91
2022-06-24,106
2022-06-25,150
2022-06-26,137
2022-06-27,111
2022-06-28,83
2022-06-29,80
2022-06-30,92
2022-07-01,110
2022-07-02,147
2022-07-03,136
2022-07-04,102
2022-07-05,101
2022-07-06,91
2022-07-07,113
2022-07-08,107
2022-07-09,137
2022-07-10,131
2022-07-11,108
2022-07-12,98
2022-07-13,111
2022-07-14,90
2022-07-15,127
2022-07-16,131
2022-07-17,155
2022-07-18,99
2022-07-19,111
2022-07-20,119
2022-07-21,128
2022-07-22,117
2022-07-23,142
2022-07-24,114
2022-07-25,91
2022-07-26,81
2022-07-27,80
2022-07-28,104
2022-07-29,97
2022-07-30,113
2022-07-31,131
2022-08-01,102
2022-08-02,106
2022-08-03,110
2022-08-04,124
2022-08-05,112
2022-08-06,126
2022-08-07,130
2022-08-08,110
2022-08-09,111
2022-08-10,107
2022-08-11,107
2022-08-12,111
2022-08-13,124
2022-08-14,124
2022-08-15,105
2022-08-16,98
2022-08-17,104
2022-08-18,129
2022-08-19,107
2022-08-20,117
2022-08-21,139
2022-08-22,113
2022-08-23,101
2022-08-24,104
2022-08-25,111
2022-08-26,113
2022-08-27,149
2022-08-28,121
2022-08-29,131
2022-08-30,107
2022-08-31,108
2022-09-01,105
2022-09-02,117
2022-09-03,137
2022-09-04,143
2022-09-05,128
2022-09-06,100
2022-09-07,99
2022-09-08,113
2022-09-09,137
2022-09-10,172
2022-09-11,140
2022-09-12,114
2022-09-13,115
2022-09-14,103
2022-09-15,112
2022-09-16,225
2022-09-17,160
2022-09-18,122
2022-09-19,142
2022-09-20,139
2022-09-21,127
2022-09-22,150
2022-09-23,115
2022-09-24,153
2022-09-25,153
2022-09-26,146
2022-09-27,85
2022-09-28,91
2022-09-29,101
2022-09-30,112
2022-10-01,140
2022-10-02,139
2022-10-03,119
2022-10-04,115
2022-10-05,100
2022-10-06,120
2022-10-07,130
2022-10-08,142
2022-10-09,129
2022-10-10,104
2022-10-11,95
2022-10-12,130
2022-10-13,114
2022-10-14,139
2022-10-15,170
2022-10-16,160
2022-10-17,103
2022-10-18,99
2022-10-19,111
2022-10-20,92
2022-10-21,113
2022-10-22,127
2022-10-23,115
2022-10-24,139
2022-10-25,104
2022-10-26,112
2022-10-27,136
2022-10-28,171
2022-10-29,152
2022-10-30,142
2022-10-31,95
2022-11-01,104
2022-11-02,91
2022-11-03,93
2022-11-04,119
2022-11-05,120
2022-11-06,136
2022-11-07,106
2022-11-08,97
2022-11-09,113
2022-11-10,112
2022-11-11,120
2022-11-12,132
2022-11-13,128
2022-11-14,113
2022-11-15,113
2022-11-16,110
2022-11-17,118
2022-11-18,115
2022-11-19,150
2022-11-20,131
2022-11-21,114
2022-11-22,103
2022-11-23,99
2022-11-24,119
2022-11-25,116
2022-11-26,153
2022-11-27,157
2022-11-28,120
2022-11-29,105
2022-11-30,92
2022-12-01,106
2022-12-02,116
2022-12-03,149
2022-12-04,137
2022-12-05,111
2022-12-06,98
2022-12-07,123
2022-12-08,144
2022-12-09,89
2022-12-10,151
2022-12-11,135
2022-12-12,88
2022-12-13,88
2022-12-14,95
2022-12-15,118
2022-12-16,133
2022-12-17,144
2022-12-18,137
2022-12-19,150
2022-12-20,113
2022-12-21,125
2022-12-22,130
2022-12-23,135
2022-12-24,99
2022-12-25,87
2022-12-26,93
2022-12-27,114
2022-12-28,115
2022-12-29,115
2022-12-30,88
2022-12-31,96
2023-01-01,129
2023-01-02,91
2023-01-03,95
2023-01-04,110
2023-01-05,105
2023-01-06,106
2023-01-07,117
2023-01-08,117
2023-01-09,94
2023-01-10,99
2023-01-11,81
2023-01-12,114
2023-01-13,111
2023-01-14,131
2023-01-15,95
2023-01-16,94
2023-01-17,110
2023-01-18,102
2023-01-19,103
2023-01-20,99
2023-01-21,141
2023-01-22,117
2023-01-23,113
2023-01-24,98
2023-01-25,106
2023-01-26,95
2023-01-27,117
2023-01-28,113
2023-01-29,105
2023-01-30,113
2023-01-31,112
2023-02-01,112
2023-02-02,114
2023-02-03,116
2023-02-04,125
2023-02-05,125
2023-02-06,96
2023-02-07,113
2023-02-08,118
2023-02-09,134
2023-02-10,118
2023-02-11,130
2023-02-12,134
2023-02-13,111
2023-02-14,96
2023-02-15,119
2023-02-16,113
2023-02-17,129
2023-02-18,142
2023-02-19,141
2023-02-20,140
2023-02-21,115
2023-02-22,122
2023-02-23,121
2023-02-24,118
2023-02-25,134
2023-02-26,147
2023-02-27,102
2023-02-28,98
2023-03-01,107
2023-03-02,101
2023-03-03,111
2023-03-04,124
2023-03-05,114
2023-03-06,109
2023-03-07,77
2023-03-08,84
2023-03-09,103
2023-03-10,91
2023-03-11,132
2023-03-12,104
2023-03-13,72
2023-03-14,97
2023-03-15,91
2023-03-16,34
2023-03-17,56
2023-03-18,80
2023-03-19,115
2023-03-20,93
2023-03-21,93
2023-03-22,94
2023-03-23,96
2023-03-24,122
2023-03-25,114
2023-03-26,139
2023-03-27,109
2023-03-28,93
2023-03-29,106
2023-03-30,110
2023-03-31,138
2023-04-01,155
2023-04-02,98
2023-04-03,107
2023-04-04,108
2023-04-05,104
2023-04-06,95
2023-04-07,101
2023-04-08,113
2023-04-09,98
2023-04-10,104
2023-04-11,91
2023-04-12,118
2023-04-13,109
2023-04-14,107
2023-04-15,138
2023-04-16,113
2023-04-17,118
2023-04-18,79
2023-04-19,95
2023-04-20,125
2023-04-21,110
2023-04-22,106
2023-04-23,134
2023-04-24,112
2023-04-25,92
2023-04-26,111
2023-04-27,123
2023-04-28,133
2023-04-29,115
2023-04-30,117
2023-05-01,94
2023-05-02,92
2023-05-03,92
2023-05-04,110
2023-05-05,114
2023-05-06,132
2023-05-07,135
2023-05-08,105
2023-05-09,93
2023-05-10,103
2023-05-11,87
2023-05-12,117
2023-05-13,108
2023-05-14,119
2023-05-15,123
2023-05-16,94
2023-05-17,113
2023-05-18,84
2023-05-19,112
2023-05-20,109
2023-05-21,128
2023-05-22,93
2023-05-23,113
2023-05-24,99
2023-05-25,122
2023-05-26,127
2023-05-27,124
2023-05-28,130
2023-05-29,111
2023-05-30,92
2023-05-31,95
2023-06-01,98
2023-06-02,117
2023-06-03,121
2023-06-04,144
2023-06-05,69
2023-06-06,84
2023-06-07,109
2023-06-08,83
2023-06-09,73
2023-06-10,121
2023-06-11,60
2023-06-12,188
2023-06-13,98
2023-06-14,105
2023-06-15,123
2023-06-16,110
2023-06-17,100
2023-06-18,118
2023-06-19,120
2023-06-20,108
2023-06-21,92
2023-06-22,111
2023-06-23,113
2023-06-24,119
2023-06-25,124
2023-06-26,12
2023-06-27,89
2023-06-28,97
2023-06-29,86
2023-06-30,110
2023-07-01,118
2023-07-02,134
2023-07-03,89
2023-07-04,98
2023-07-05,76
2023-07-06,89
2023-07-07,104
2023-07-08,116
2023-07-09,90
2023-07-10,93
2023-07-11,67
2023-07-12,89
2023-07-13,106
2023-07-14,107
2023-07-15,126
2023-07-16,144
2023-07-17,106
2023-07-18,91
2023-07-19,102
2023-07-20,95
2023-07-21,107
2023-07-22,124
2023-07-23,117
2023-07-24,99
2023-07-25,118
2023-07-26,101
2023-07-27,86
2023-07-28,99
2023-07-29,110
2023-07-30,103
2023-07-31,117
2023-08-01,75
2023-08-02,102
2023-08-03,112
2023-08-04,86
2023-08-05,133
2023-08-06,117
2023-08-07,95
2023-08-08,96
2023-08-09,95
2023-08-10,99
2023-08-11,115
2023-08-12,132
2023-08-13,125
2023-08-14,108
2023-08-15,91
2023-08-16,106
2023-08-17,80
2023-08-18,86
2023-08-19,108
2023-08-20,98
2023-08-21,88
2023-08-22,79
2023-08-23,81
2023-08-24,95
2023-08-25,114
2023-08-26,137
2023-08-27,123
2023-08-28,102
2023-08-29,85
2023-08-30,125
2023-08-31,96
2023-09-01,86
2023-09-02,106
2023-09-03,113
2023-09-04,88
2023-09-05,84
2023-09-06,91
2023-09-07,107
2023-09-08,92
2023-09-09,140
2023-09-10,140
2023-09-11,88
2023-09-12,121
2023-09-13,108
2023-09-14,98
2023-09-15,101
2023-09-16,135
2023-09-17,111
2023-09-18,103
2023-09-19,90
2023-09-20,94
2023-09-21,82
2023-09-22,89
2023-09-23,118
2023-09-24,134
2023-09-25,99
2023-09-26,83
2023-09-27,99
2023-09-28,68
2023-09-29,92
2023-09-30,116
2023-10-01,107
2023-10-02,82
2023-10-03,85
2023-10-04,120
2023-10-05,105
2023-10-06,95
2023-10-07,119
2023-10-08,95
2023-10-09,99
2023-10-10,88
2023-10-11,77
2023-10-12,92
2023-10-13,101
2023-10-14,108
2023-10-15,125
2023-10-16,102
2023-10-17,103
2023-10-18,101
2023-10-19,103
2023-10-20,114
2023-10-21,93
2023-10-22,98
2023-10-23,115
2023-10-24,83
2023-10-25,99
2023-10-26,90
2023-10-27,79
2023-10-28,48
2023-10-29,24
2023-10-30,239
2023-10-31,94
2023-11-01,96
2023-11-02,109
2023-11-03,84
2023-11-04,122
2023-11-05,77
2023-11-06,72
2023-11-07,84
2023-11-08,119
2023-11-09,106
2023-11-10,117
2023-11-11,140
2023-11-12,137
2023-11-13,94
2023-11-14,90
2023-11-15,115
2023-11-16,116
2023-11-17,103
2023-11-18,120
2023-11-19,94
2023-11-20,93
2023-11-21,86
2023-11-22,87
2023-11-23,77
2023-11-24,98
2023-11-25,126
2023-11-26,115
2023-11-27,88
2023-11-28,84
2023-11-29,90
2023-11-30,87
2023-12-01,115
2023-12-02,111
2023-12-03,89
2023-12-04,105
2023-12-05,106
2023-12-06,81
2023-12-07,102
2023-12-08,93
2023-12-09,112
2023-12-10,89
2023-12-11,110
2023-12-12,86
2023-12-13,105
2023-12-14,94
2023-12-15,101
2023-12-16,123
2023-12-17,117
2023-12-18,97
2023-12-19,113
2023-12-20,112
2023-12-21,111
2023-12-22,95
2023-12-23,99
2023-12-24,108
2023-12-25,78
2023-12-26,97
2023-12-27,97
2023-12-28,83
2023-12-29,109
2023-12-30,103
2023-12-31,98
